PersonnelNumber,EmploymentStatus,CareerTrackCode,CareerTrack,TalentSegmentCode,TalentSegment,StandardJob,Community,CommunityCode,DiamondClient,Gender
ID12319,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID12320,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Associate Manager,IDC PROR02,YC,Emerging Diamond,Female
ID12321,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,IDC RES21,KX,Mega Diamond,Male
ID12322,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Sr Manager,CHG_CROSS,G5,,Male
ID12323,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Manager,WDC_CROSS,OG,Mega Diamond,Female
ID12324,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC FSIG21,O7,Diamond,Male
ID12325,Active,520,Client Delivery & Operations,52994538,Business Advisory,Supply Chain Advisory Senior Analyst,Non Voice,A5,Emerging Diamond,Male
ID12326,Active,540,Innovation & Thought Leadership,52994539,Management Consulting,Management Consulting Senior Principal,CHG_CROSS,G5,,Male
ID12327,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC ITP-NCR01,M6,Mega Diamond,Male
ID12328,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,IDC CMTAO0051,9Z,,Male
ID12329,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC SaaS,PJ,Diamond,Female
ID12330,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,Avanade CIO02,0S,NULL,Male
ID12331,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Planning Sr Mgr,Avan AVA SALES,JW,NULL,Male
ID12332,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Associate Manager,IDC CIO02,FS,NULL,Male
ID12333,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Plan Enablement Assoc Mgr,IDC CMTAO0042,9X,,Male
ID12334,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,IDC CMTAO0024,9Q,Diamond,Female
ID12335,Active,530,Corporate Function,52971391,"Program, Project & Service Mgmt",Business Operations Manager,HRT_CROSS,M7,NULL,Female
ID12336,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC CMT151,FK,Emerging Diamond,Male
ID12337,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Sr. Analyst,IDC HPS-HC-03,RQ,,Male
ID12338,Active,520,Client Delivery & Operations,52994538,Business Advisory,Business Advisory Specialist,Non Voice,A5,Mega Diamond,Female
ID12339,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,IDC CMT101,EU,,Female
ID12340,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Planning Manager,IDC FSBOA03,CI,,Male
ID12341,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC ITP-PDC02,5P,Diamond,Female
ID12342,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Arch Manager,Ava AVA-HDC04,1P,,Male
ID12343,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Manager,NOC_CROSS,OX,Target,Male
ID12344,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Program & Project Mgmt Associate Manager,US_TGP_GCP,E6,Diamond,Male
ID12345,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,US_TGP_GCP,E6,Mega Diamond,Male
ID12346,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC PROBBY02,P5,Mega Diamond,Male
ID12347,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,IDC FSIG07,FG,Mega Diamond,Male
ID12348,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,IDC CMT-Ops,MR,Diamond,Female
ID12349,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Support Specialist,IDC FSBOA05,5A,,Male
ID12350,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,IDC FSIG01,5E,Mega Diamond,Male
ID12351,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC BSI01,ST,Mega Diamond,Male
ID12352,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC FSIG03,5G,Diamond,Male
ID12353,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,IDC HPS-PS-02,S5,,Male
ID12354,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Mgr,GTIN_Ana_Ana,18,,Male
ID12355,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC ITP-BDC03,LG,NULL,Female
ID12356,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Associate Manager,IDC FSIG23,K2,,Female
ID12357,Active,520,Client Delivery & Operations,52994538,Business Advisory,Supply Chain Advisory Senior Analyst,Non Voice,A5,,Female
ID12358,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Manager,NOC_CROSS,OX,,Male
ID12359,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,Avanade PROLS06,TT,NULL,Male
ID12360,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,US_TGP_GCP,E6,Target,Male
ID12361,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,IDC FSBBKG,KJ,Diamond,Male
ID12362,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Manager,NYM_CROSS,OZ,Mega Diamond,Female
ID12363,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID12364,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,IDC ITP-HDC03,OH,,Male
ID12365,Active,520,Client Delivery & Operations,52971381,Security,Security Team Lead,To Be Assigned,CW,Mega Diamond,Female
ID12366,Active,520,Client Delivery & Operations,52971390,"Product, Service & Offering Development",PS&OD Associate Manager,IDC TACG,PM,Emerging Diamond,Female
ID12367,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,IDC RES28,LS,Diamond,Male
ID12368,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Manager,ATL_CROSS,3Z,Emerging Diamond,Male
ID12369,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Project Control Services Team Lead,IDC CMTAO0055,L9,Mega Diamond,Male
ID12370,Active,520,Client Delivery & Operations,52971381,Security,Security Manager,ATC TC SEC01,JN,Emerging Diamond,Male
ID12371,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Associate Manager,IDC FSBOA06,FV,Diamond,Male
ID12372,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,NYM_CROSS,OZ,Mega Diamond,Female
ID12373,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Plan Enablement Mgr,IDC ITP-NCR01,M6,Diamond,Male
ID12374,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,NOC_CROSS,OX,,Male
ID12375,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC CMTAO008,ME,Emerging Diamond,Male
ID12376,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Manager,BOS_CROSS,RM,Mega Diamond,Male
ID12377,Active,510,Client & Market,52971397,Strategy,Functional Strategy Consultant,DET_CROSS,8Y,Diamond,Male
ID12378,Active,510,Client & Market,52971380,Infrastructure,Infrastructure Consulting Consultant,HOU_CROSS,K1,,Male
ID12379,Inactive,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Manager,NOC_CROSS,OX,NULL,Male
ID12380,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Manager,NOC_CROSS,OX,Mega Diamond,Male
ID12381,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,CHG_CROSS,G5,,Male
ID12382,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Manager,STL_CROSS,KY,,Male
ID12383,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Sr Manager,CHG_CROSS,G5,Emerging Diamond,Male
ID12384,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Manager,DET_CROSS,8Y,,Female
ID12385,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,IDC ITP-MDC01,H2,Diamond,Female
ID12386,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Associate Manager,IDC ITP-CDC01,SO,,Male
ID12387,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Manager,KC_CROSS,Q0,,Male
ID12388,Active,520,Client Delivery & Operations,53486303,Software Engineering,"Mgr, Solution Dev",AVALOS ANGE01,UK,Target,Male
ID12389,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Software Product Bus Arch Specialist,AUS_CROSS,1P,Emerging Diamond,Male
ID12390,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Program & Project Mgmt Associate Manager,NOC_CROSS,OX,Mega Diamond,Female
ID12391,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID12392,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,IDC ITP-PDC02,5P,Mega Diamond,Female
ID12393,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC FSBBKG,KJ,Diamond,Male
ID12394,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,IDC TRGD1,LT,Emerging Diamond,Male
ID12395,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,US_TGP_GCP,E6,Mega Diamond,Male
ID12396,Active,520,Client Delivery & Operations,54586927,Analytics,"Grp Mgr, Data Engineering",AVAMINNEAPO01,UN,Target,Male
ID12397,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Manager,BOS_CROSS,RM,NULL,Female
ID12398,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Manager,RAL_CROSS,GA,,Male
ID12399,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Manager,ATL_CROSS,3Z,Mega Diamond,Female
ID12400,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC Siebel 66,LQ,Diamond,Male
ID12401,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,IDC FSIG01,5E,,Female
ID12402,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Associate Manager,DAL_CROSS,8A,,Male
ID12403,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Program & Project Mgmt Associate Manager,US_TGP_GCP,E6,Diamond,Male
ID12404,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,IDC PROAI07,GB,Target,Male
ID12405,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Associate Manager,IDC ITP-PDC02,5P,,Male
ID12406,Active,520,Client Delivery & Operations,52994538,Business Advisory,Clinic Trial Analysis Adv Associate Mgr,Non Voice,A5,Emerging Diamond,Female
ID12407,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,US_TGP_GCP,E6,Diamond,Male
ID12408,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,IDC PROCGS11,SI,Target,Male
ID12409,Active,510,Client & Market,52971395,Software Engineering,Digital Technology Developer Sr Manager,CHG_CROSS,G5,,Male
ID12410,Active,510,Client & Market,52971047,Account Leadership,Operations Acct Leadership Sr Manager,SOC_CROSS,3E,Diamond,Female
ID12411,Active,510,Client & Market,52971380,Infrastructure,Infrastructure Consulting Senior Manager,DAL_CROSS,8A,Emerging Diamond,Male
ID12412,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,IDC OTH03,HR,,Male
ID12413,Active,510,Client & Market,52971397,Strategy,Business Strategy Manager,ONE_MINNEAPOLIS,V5,Diamond,Male
ID12414,Active,510,Client & Market,52971380,Infrastructure,Infrastructure Consulting Manager,CHG_CROSS,G5,Diamond,Male
ID12415,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Senior Manager,DNV_CROSS,9X,NULL,Male
ID12416,Active,520,Client Delivery & Operations,52994538,Business Advisory,Business Advisory Specialist,Voice + Domain,NR,Diamond,Male
ID12417,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Mgr,GTIN_CRM_AN,AP,,Female
ID12418,Active,510,Client & Market,52971384,Analytics,Analytics Executive,GTIN_CRM_AN,AP,,Female
ID12419,Active,510,Client & Market,52994539,Management Consulting,OVR Manager,GTIN_FS_GCMC,CE,Diamond,Male
ID12420,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Program & Project Mgmt Senior Manager,SEA_CROSS,2S,Mega Diamond,Male
ID12421,Active,520,Client Delivery & Operations,52971380,Infrastructure,Infrastructure Tech Arch Manager,CHG_CROSS,G5,Target,Male
ID12422,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Senior Manager,CHG_CROSS,G5,Emerging Diamond,Male
ID12423,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,CHA_CROSS,4N,,Male
